epoch,train loss,val loss,swa
0.0,3.9969287099906996,4.026019131827089,n
19.0,2.6939457227839507,3.110369453642891,y
39.0,2.502236505021497,3.1187661474079005,y
59.0,2.4255076070575763,3.1210769419333304,y
79.0,2.3791989831696054,3.1272826912677862,y
99.0,2.3511143804455714,3.1651128472891883,y
119.0,2.3222218235546257,3.1604781753511677,y
139.0,2.3036047810317473,3.1675517621093525,y
